id,carnegie_basic,carnegie_undergrad,carnegie_size_setting,minority_serving_historically_black,minority_serving_predominantly_black,minority_serving_annh,minority_serving_tribal,minority_serving_aanipi,minority_serving_hispanic,minority_serving_nant,men_only,women_only,religious_affiliation,admission_rate_overall,admission_rate_by_ope_id,attendance_academic_year,attendance_program_year,tuition_in_state,tuition_out_of_state,tuition_program_year,tuition_revenue_per_fte,instructional_expenditure_per_fte,faculty_salary,ft_faculty_rate,pell_grant_rate,completion_rate_4yr_150nt,completion_rate_less_than_4yr_150nt
467906,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20620,,,17225,8593,7181,,,0.64,,0.5
468006,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,,,,,18610,2572,,,,,
468024,26,7,6,0,0,0,0,0,0,0,0,0,,,,28075,,17014,17014,,22213,11161,7479,0.1778,0.5578,0.2222,
468246,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19143,,,18631,7127,2345,,,0.5869,,0.7097
468255,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20169,,,18631,9455,3111,,,0.5189,,0.6279
468398,12,3,1,0,0,0,0,0,0,0,0,0,,1,1,24898,,16500,16500,,19022,11122,4588,,0.617,,0.3333
468705,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17046,,,16650,2748,796,,,0.6018,,0.678
468732,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,25918,,,14574,7274,4402,,,0.8186,,0.8571
468769,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18793,,,11954,12432,7632,,,0.3767,,0.8692
468848,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,29573,,,19900,11261,4494,,,0.628,,0.7602
468875,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,9499,,,12100,7033,2660,,,0.9673,,0.8018
468893,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17321,,,16550,6823,2153,,,0.6192,,0.8182
468909,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,28859,,,19900,9772,3563,,,0.6655,,0.6474
468963,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16036,,,10295,17344,4166,,,0.8085,,0.7596
469124,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,24197,,,13665,11562,2894,,,0.5927,,0.7475
469133,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,24565,,,12470,6855,1716,,,0.6763,,0.7518
469142,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,26036,,,12470,6304,1578,,,0.6196,,0.7892
469151,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,24286,,,12715,8324,2084,,,0.365,,0.8361
469160,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,24506,,,12715,5429,1359,,,0.6392,,0.7586
469416,26,10,6,0,0,0,0,0,1,0,0,0,,,,10643,,7495,7495,,3954,4033,3333,,0.9588,0.6974,
469586,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,22302,,,12605,5588,1269,,,0.6807,,0.7273
469610,10,10,6,0,0,0,0,0,0,0,0,0,,,,,19435,,,14442,11791,4716,,,0.8653,,0.7406
469629,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,27326,,,19378,8122,2542,,,0.6508,,0.7581
469638,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,28939,,,14882,12403,5714,,,0.7752,,0.7528
469911,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,27581,,,17700,17037,5768,,,0.7921,,0.5909
469920,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,28588,,,17700,17924,5313,,,0.7657,,0.4539
469957,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,23727,,,24075,16246,13340,,,0.3553,,0.6522
470038,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,30744,,,19900,10067,2937,,,0.6813,,0.7146
470047,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17083,,,16000,12141,2851,3333,,0.5763,,0.6875
470296,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,12253,,,15500,6988,5454,,,0.7188,,0.875
470393,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20985,,,19982,9844,3945,,,0.6194,,0.5455
474863,20,5,9,0,0,0,0,0,1,0,0,0,88,,0.601185815,35182,,10200,10200,,12746,1760,7134,1,0.522,0.1111,
474881,28,5,6,,,,,,NU,,0,0,,,,17096,,10265,10265,,12967,8196,4167,,0.5647,0.4762,
474890,26,10,6,0,0,0,0,0,1,0,0,0,,,,31351,,16968,16968,,16119,2122,5325,0.5556,0.8621,0.4128,
474906,26,10,6,0,0,0,0,0,1,0,0,0,,,,32038,,16968,16968,,17450,4386,5581,1,0.7886,0.1837,
474915,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16681,,,16000,6668,3274,,,0.5503,,0.7067
474924,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16473,,,16000,8636,4344,,,0.5402,,0.8025
474933,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,25275,,,12600,9665,6235,,,0.4947,,0.6
474942,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,21356,,,12600,11340,6141,,,0.6074,,0.625
474997,10,4,1,0,0,0,0,0,0,0,0,0,,,,26040,,16648,16648,,7980,2818,4167,0.2571,0.8386,,0.5868
475015,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17500,,,21100,10181,3427,,,0.3793,,0.75
475024,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,22466,,,14689,7536,3152,,,0.7534,,0.5064
475033,32,5,9,0,0,0,0,0,0,0,0,0,,,,,,,,,12005,10437,9089,0.5629,0,,
475060,10,3,1,0,0,0,0,0,0,0,0,0,,,,25910,,12060,12060,,13291,2975,3479,0.2069,0.9768,,0.2576
475097,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,53220,,,37559,47169,21795,,,0.2127,,0.8667
475121,26,5,12,0,0,0,0,0,0,0,0,0,,,,27750,,13354,13354,,10601,2605,,0.0806,0.5212,0.0297,
475130,10,4,1,0,0,0,0,0,0,0,0,0,,,,29387,,14628,14628,,8748,5063,5188,,0.7089,,0.2941
475194,10,3,1,0,0,0,0,0,0,0,0,0,,,,23865,,10660,10660,,12458,4109,4125,,0.8009,,0.25
475200,22,5,6,0,0,0,0,0,0,0,0,0,103,0.625,0.889413989,,,,,,16487,6592,3217,,0.5502,,
475228,31,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,13321,4965,8154,,,,
475255,-2,-2,-2,,,,,,NU,,0,0,,,,,15971,,,13325,8521,1630,,,0.6863,,0.7895
475273,32,0,6,0,0,0,0,0,0,0,0,0,,,0.698938992,,,,,,10811,5597,7396,1,0.7096,,
475282,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,27661,,,16979,9324,3503,,,0.5478,,0.4211
475325,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,25232,,,12822,11364,3038,,,0.5562,,0.6973
475352,10,3,1,0,0,0,0,0,0,0,0,0,,,,,34635,,,15800,11815,2629,4059,,0.6975,,0.4441
475370,8,3,1,0,0,0,0,0,0,0,0,0,,,,,35035,,,15800,13361,2241,3973,,0.7394,,0.3225
475398,24,5,6,0,0,0,0,0,0,0,0,0,30,,,,,10175,10175,,11937,1625,2219,,0.0562,,
475404,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16805,,,7375,11695,3547,,,0.3311,,0.96
475413,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,14053,,,15941,8307,1778,,,0.6667,,0.5
475431,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,15150,,,11500,6860,4395,,,0.1949,,0.9908
475459,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,22536,,,15007,9550,4170,,,0.846,,0.7291
475468,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,23100,,,15525,12562,4063,,,0.3812,,0.7778
475477,10,3,1,0,0,0,0,0,0,0,0,0,,,,25184,,13695,13695,,16672,7546,3868,0.0769,0.6936,,0.2
475486,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,25726,,,17250,10858,4460,,,0.5092,,0.6667
475495,26,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,21038,6666,8691,0.8364,,,
475510,30,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,42974,13732,6535,,,,
475538,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,22987,,,17600,17291,6149,,,0.8,,0.5577
475547,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19617,,,14675,12051,5474,,,0.5155,,0.9615
475556,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19508,,,15800,10302,3500,,,0.4375,,0.4474
475565,1,3,2,0,0,0,0,0,1,0,0,0,,,,12792,,5194,8074,,495,10289,9201,0.7397,0.7035,,0.4634
475574,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17573,,,14600,11469,9304,,,0.7333,,0.1053
475583,7,4,1,0,0,0,0,0,0,0,0,0,,,,24464,,15447,15447,,18338,2875,2819,,0.9459,,0.4103
475592,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,28786,,,15800,8948,4527,3893,,0.5,,0.375
475608,24,5,6,0,0,0,0,0,0,0,0,0,75,0.9259,0.925925926,23824,,9858,9858,,9944,11467,5891,0.6667,0.4533,0.1818,
475617,9,3,1,0,0,0,0,0,0,0,0,0,,,,,33607,,,15550,13712,2573,4315,,0.736,,0.3221
475626,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,29355,,,18075,6416,1907,,,0.5733,,0.2222
475635,30,8,6,0,0,0,0,0,0,0,0,0,,0.6,0.6,39471,,23220,23220,,25726,6335,2000,,0.4,0.8571,
475644,-2,-2,-2,,,,,,NU,,0,0,,,,10290,,7550,7550,,6182,5047,,,1,,0.9444
475653,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,,,,16640,8893,8316,,,0.9091,,0.2857
475662,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18001,,,13200,9640,1715,,,0.2147,,0.6667
475699,26,5,6,0,0,0,0,0,0,0,0,0,,,,24065,,17935,17935,,24418,8046,5116,,0.6937,,
475705,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,,,,23425,17655,18129,,,0.4583,,0.5
475714,10,4,1,0,0,0,0,0,0,0,0,0,,,,,,,,10450,7869,2215,4333,,0.2286,,0.707
475723,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,21259,,,2293,1918,9533,,,0.0348,,0.4648
475732,26,5,6,0,0,0,0,0,0,0,0,0,,0.1429,0.556291391,36654,,19375,19375,,24393,6408,6307,0.3671,0.5271,,
475741,26,5,6,0,0,0,0,0,0,0,0,0,,0.375,0.556291391,25746,,19375,19375,,23971,5223,6570,0.3,0.5585,,
475750,10,0,1,0,0,0,0,0,0,0,0,0,,,0.541176471,,32936,,,46498,19025,5257,7302,,0.6486,,0.6226
475839,12,1,1,0,0,0,0,0,0,0,0,0,,,,15428,,8700,8700,,16899,6927,,0,0.5263,,0.8
475866,9,3,2,0,0,0,0,0,0,0,0,0,,,,,27988,,,15800,8840,2010,3885,,0.729,,0.3623
476063,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,27853,,,18125,13332,1949,,,0.4695,,0.5111
476179,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19271,,,18750,9690,5466,,,0.7913,,0.4928
476230,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,22668,,,15740,8364,2505,,,0.5984,,0.7534
476294,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20447,,,15725,10824,4469,,,0.4489,,0.5849
476337,13,3,1,0,0,0,0,0,0,0,0,0,,,,,27538,,,37402,17606,5491,4190,,0.1887,,0.5581
476346,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,25037,,,10360,6680,2148,,,0.8897,,0.7528
476355,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,,19400,19400,,10566,2518,,,0.0417,,
476470,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,28186,,,29760,16488,4574,,,0.3917,,0.6885
476489,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,14134,,,12095,7746,1024,,,0.995,,0.7692
476498,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,21267,,,9000,5610,2113,,,0.84,,0.813
476513,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,13918,,,17675,7893,2418,,,0.593,,0.7778
476522,-2,-2,-2,,,,,,NU,,0,0,,,,,18094,,,10400,5744,5674,,,0.5882,,0.8587
476531,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16840,,,16500,5277,2014,,,0.4828,,0.2
476540,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16599,,,13345,4385,3040,,,0.7891,,0.537
476559,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,14547,,,13345,3904,2561,,,0.2928,,0.5867
476568,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,13789,,,19135,11612,7018,,,0.8,,0.6
476586,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,24352,,,14345,15652,6322,,,0.3176,,0.7727
476595,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,31189,,,31000,15972,4134,,,0.2783,,0.9677
476601,24,10,8,0,0,0,0,0,0,0,0,0,,1,1,21500,,12700,12700,,24842,17006,4068,,0.5833,0.4091,
476610,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17058,,,7500,5223,3187,,,0.5146,,0.7647
476629,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16051,,,19050,7996,2367,,,0.4891,,0.6216
476674,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,11373,,,10200,4160,3991,,,0.4615,,0.8919
476683,-2,-2,-2,0,0,0,0,0,0,0,0,0,,0.5,0.5,,24643,,,20600,16202,3886,,,0.9161,,0.6569
476692,24,11,8,0,0,0,0,0,0,0,0,0,,0.8571,0.857142857,,,9000,9000,,5616,8762,2135,,0.6429,,
476708,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17608,,,11200,7419,2325,,,0.4378,,0.8
476717,24,10,6,0,0,0,0,0,0,0,0,0,,,,15786,,9300,9300,,9183,2578,1671,0.625,0.9041,0.4063,
476726,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19513,,,27500,11712,3118,,,0.6396,,1
476735,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,28620,,,14000,6050,2525,,,0.5333,,0
476744,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18936,,,19485,17543,5879,,,0.5213,,0.6071
476753,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17201,,,17200,10049,10525,,,0.3333,,0.8485
476771,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,23503,,,10916,11466,5768,,,0.4898,,0.7826
476780,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,,,,575,1705,651,,,0.0988,,0.9594
476799,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,29345,,,35020,21393,9225,,,0.895,,0.8807
476805,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,11832,,,9511,4413,1913,,,0.6,,0.7778
476814,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,,,,,12517,3016,,,0.5433,,
476823,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16301,,,15600,23906,10691,,,0.4432,,0.7273
476841,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18676,,,17500,9104,4264,,,0.5695,,0.5517
476850,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18075,,,10050,9556,1359,,,0.5377,,0.6136
476869,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18662,,,13950,5630,1523,,,0.9459,,0.6754
476878,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,11992,,,8500,13208,2534,,,0.3252,,0.9714
476887,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,33104,,,13684,12683,2100,,,0.8309,,0.7372
476896,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,22796,,,14100,5557,1176,,,0.5652,,0.3455
476902,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16851,,,15500,7804,2920,,,0.4051,,1
476911,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,35934,,,21200,20207,3547,,,0.608,,0.6327
476939,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,32393,,,15600,8013,2900,,,0.7516,,0.8012
476948,11,4,1,0,0,0,0,0,0,0,0,0,,,,,24136,,,21200,22317,3752,5500,1,0.7563,,0.4239
476957,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,15607,,,9120,4727,8908,,,0.2308,,0.8889
476966,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,29159,,,21200,20615,2064,,,0.6747,,0.5519
476975,18,5,12,0,0,0,0,0,0,0,0,0,,,,,,,,,10175,2312,5867,0.0604,0.3083,,
476984,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19690,,,15500,8794,3765,,,0.5607,,0.6222
476993,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16055,,,14550,9389,3138,,,0.3629,,0.8636
477002,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,12559,,,15115,7473,2146,,,0.2364,,0.7333
477039,26,11,6,0,0,0,0,0,0,0,0,0,,1,0.944444444,33959,,26435,26435,,23245,8433,8240,0.2239,0.1661,,
477950,14,10,6,0,0,0,0,0,0,0,0,0,,,,32940,,16968,16968,,13519,5290,3117,,0.6719,,
477996,23,5,6,0,0,0,0,0,0,0,0,0,,,,,,15000,15000,,15058,3813,4833,,0.7358,,
478005,23,5,6,0,0,0,0,0,0,0,0,0,,,,15876,,15000,15000,,19034,2032,,,0.7288,,
478014,23,5,6,0,0,0,0,0,0,0,0,0,,,,,,15000,15000,,17003,2865,4800,,0.8174,,
478582,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19496,,,19260,9808,6663,,,0.8065,,0.4833
478591,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20803,,,13200,10254,2286,,,0.5669,,0.6696
478616,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19273,,,19260,9537,8771,,,0.8819,,0.5455
478634,23,10,6,0,0,0,0,0,1,0,0,0,,,,32959,,16968,16968,,16809,4932,5223,0.2667,0.7092,,
478661,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18851,,,16555,16357,3849,,,0.8347,,0.5159
478917,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,15014,,,13200,5786,3466,,,0.7528,,0.85
478953,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,25271,,,20184,10755,4031,,,0.6021,,0.8571
479053,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,24004,,,12295,11024,2568,,,0.6753,,0.7843
479062,-2,-2,-2,0,0,0,0,0,0,0,0,0,,0.8182,0.896788991,,21760,,,16300,19913,13050,,,0.5385,,0.8333
479248,12,4,1,0,0,0,0,0,0,0,0,0,,,,,15167,,,9360,10063,1613,,,0.6159,,0.7327
479424,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,29493,,,35020,17664,6092,,,0.4873,,0.8372
479956,18,5,12,0,0,0,0,0,0,0,0,0,,0.6679,0.637427085,25626,,13988,13988,,5556,4362,,1,0.3303,0.2754,
479965,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19222,,,8745,4774,7093,,,0.5911,,0.7838
479974,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20187,,,14325,4636,3298,,,0.5862,,0.4857
479983,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,19443,,,17490,5086,1534,,,0.5,,1
479992,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,,,,2500,21792,2417,,,0,,1
480000,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,14584,,,15750,7161,2373,,,0.8649,,0.6897
480019,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,15896,,,9925,13104,4638,,,0.4058,,0.917
480028,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,29045,,,17630,7310,3228,,,0.4439,,0.775
480037,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,34907,,,18370,19074,7711,,,0.5965,,0.7662
480064,22,5,6,0,0,0,0,0,0,0,0,0,,,,18711,,12475,12475,,8882,2218,6034,0.3043,0.6239,,
480073,22,7,6,0,0,0,0,0,0,0,0,0,,,,29067,,17014,17014,,14838,8476,6802,0.1795,0.5319,,
480082,26,7,6,0,0,0,0,0,0,0,0,0,,,,28954,,17014,17014,,16129,9634,5977,0.2879,0.7117,,
480091,23,7,12,0,0,0,0,0,0,0,0,0,,,,19199,,14383,14383,,10561,744,3693,0.0686,0.7316,0.1477,
480107,10,3,1,0,0,0,0,0,0,0,0,0,,,,,34359,,,15550,13428,2726,4060,,0.7143,,0.4818
480125,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,26741,,,15600,9483,1945,,,0.6983,,0.6026
480134,22,5,6,0,0,0,0,0,0,0,0,0,58,0.9286,0.741056777,,,,,,9465,6806,,,0.3492,,
480161,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17130,,,12166,5612,2062,,,0.44,,0.4545
480170,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18787,,,20150,11697,3725,,,0.3817,,0.7879
480189,7,3,2,0,0,0,0,0,0,0,0,0,30,,0.699156003,25829,,18450,18450,,14424,7890,5067,0.6308,0.5962,,0.3514
480198,22,11,6,0,0,0,0,0,0,0,0,0,57,,0.95323741,24834,,8520,8520,,10051,5732,,,0.3662,0.5714,
480204,23,11,6,0,0,0,0,0,0,0,0,0,,,,30268,,13794,13794,,17178,9552,4928,0.2143,0.7965,,
480301,31,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,28884,13777,7856,0.8462,,,
480310,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18265,,,18300,10268,6484,,,0.8134,,0.5
480329,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,26614,,,15781,7727,3247,,,0.6603,,0.6168
480347,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17266,,,16100,12426,6118,,,0.5192,,0.5455
480471,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,30999,,,19900,10026,2935,,,0.7577,,0.7792
480499,24,5,6,0,0,0,0,0,0,0,0,0,99,,1,,,4510,4510,,3245,5640,,,,,
480514,10,4,1,0,0,0,0,0,0,0,0,0,,,,23600,,11723,11723,,11842,3285,4273,0.2941,0.8873,,0.4358
480523,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,23403,,,15740,8725,2728,,,0.6288,,0.8333
480532,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,24032,,,15740,8079,1679,,,0.7056,,0.6533
480550,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,23601,,,15740,8264,2031,1734,,0.6806,,0.7312
480569,18,5,9,0,0,0,0,0,0,0,0,0,,,0.634636997,,,,,,5722,1946,7422,1,0.521,,
480657,14,7,6,0,0,0,0,0,0,0,0,0,,,,23508,,10935,10935,,19572,5784,5934,0.4,0.5929,,
480693,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,15167,,,9360,10815,2922,,,0.7299,,0.7037
480727,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16129,,,23608,13525,10528,,,0.1698,,0.9667
480736,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,21990,,,20100,5000,2027,,,0.9459,,1
480781,29,11,6,0,0,0,0,0,0,0,0,0,,,,15038,,8977,8977,,8678,4034,,,0.2927,,
480790,25,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,48485,18364,6892,1,,,
480815,10,3,1,0,0,0,0,0,0,0,0,0,,,,,34488,,,15800,12329,2795,4291,,0.7151,,0.363
480824,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,28792,,,17000,8399,4772,,,0.6406,,0.5977
480833,10,4,2,0,0,0,0,0,0,0,0,0,,,,,28356,,,17000,6375,2570,4102,0.3529,0.6295,,0.741
480842,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17610,,,13500,6347,1753,,,0.6667,,0.8333
480851,-2,-2,-2,0,0,0,0,0,0,0,0,0,,0.6597,0.625,,26616,,,16965,8960,867,,,0.8372,,0.6087
480879,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,14450,,,14074,6126,1821,,,0.6351,,0.6154
480888,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,24444,,,11800,22919,11036,,,0.6836,,0.8426
480903,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,18303,,,10595,9872,2854,,,0.9035,,0.8151
480912,30,15,6,0,0,0,0,0,0,0,0,0,,0,0,,33898,,,88000,2469,9835,5100,,0.4286,,
480921,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20799,,,14900,6468,2385,,,0.7468,,0.6154
480930,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17636,,,16550,8983,4741,,,0.5455,,0.8333
480967,33,3,1,0,0,0,1,0,0,0,0,0,,,,22646,,6600,6600,,812,5299,4529,0.5882,0.3709,,0.175
480976,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,20375,,,17630,9631,3924,,,0.6386,,0.75
480985,26,13,6,0,0,0,0,0,0,0,0,0,,0.6364,0.636363636,24164,,6400,6400,,6646,2431,,,0.3021,,
480994,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,14032,,,14900,6963,3016,,,0.6818,,0.5833
481003,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,17913,,,14950,10998,2846,,,0.5265,,0.8993
481021,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,16442,,,14020,25414,17808,,,0.2712,,0.5122
481030,32,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,22850,66952,4380,0.5,,,
481049,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,23076,,,11000,5088,6047,,,0.85,,0.75
481058,24,5,6,0,0,0,0,1,0,0,0,0,66,0.2,0.2,17944,,2840,2840,,4577,1413,2900,,0.433,,
481085,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,,,,,21480,10605,,,0.6835,,
481094,30,0,18,0,0,0,0,0,0,0,0,0,,,,,,,,,36223,21700,7339,0.2553,,,
481100,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,9337,,,10000,6233,4457,,,0.4022,,0.925
481128,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,10916,,,10075,2151,236,,,0.1102,,0.9149
481137,-2,-2,-2,0,0,0,0,0,0,0,0,0,42,0.8636,0.863636364,,42943,,,117450,30877,10288,,,0.4194,,0.75
481146,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,23473,,,12300,5966,3759,,,0.66,,0.7611
481155,12,4,1,0,0,0,0,0,0,0,0,0,,,,20556,,17072,17072,,6526,7399,4792,0.5957,0.644,,0.7037
481164,-2,-2,-2,,,,,,NU,,0,0,,,,,9072,,,5725,16363,5586,,,0,,0.7007
481182,-2,-2,-2,0,0,0,0,0,0,0,0,0,,0.3578,0.357798165,,,,,6500,2464,5447,,,0.3871,,0.8667
481191,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,,15638,,,8875,3708,6333,,,0.1368,,0.9307
481207,-2,-2,-2,0,0,0,0,0,0,0,0,0,,,,27583,,15150,15150,,4217,1017,,,0.5313,,1
